"path","data_rows"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+500\2025-10-07.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+500\2025-10-08.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+500\2025-10-09.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+500\2025-10-10.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+600\2025-09-12.csv","7"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+600\2025-09-15.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+600\2025-09-16.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+600\2025-09-18.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+600\2025-09-19.csv","13"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+600\2025-09-22.csv","16"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+600\2025-09-30.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+600\2025-10-01.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+600\2025-10-03.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+600\2025-10-06.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+600\2025-10-07.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+600\2025-10-08.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+600\2025-10-09.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+600\2025-10-10.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+700\2025-09-12.csv","7"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+700\2025-09-15.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+700\2025-09-16.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+700\2025-09-18.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+700\2025-09-19.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+700\2025-09-30.csv","2"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+700\2025-10-01.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+700\2025-10-03.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+700\2025-10-06.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+700\2025-10-07.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+700\2025-10-08.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+700\2025-10-09.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+700\2025-10-10.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+800\2025-09-12.csv","7"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+800\2025-09-15.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+800\2025-09-16.csv","13"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+800\2025-09-17.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+800\2025-09-18.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+800\2025-09-19.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+800\2025-09-22.csv","4"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+800\2025-10-01.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+800\2025-10-03.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+800\2025-10-06.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+800\2025-10-07.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+800\2025-10-08.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+800\2025-10-09.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+800\2025-10-10.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+900\2025-09-12.csv","7"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+900\2025-09-15.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+900\2025-09-16.csv","8"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+900\2025-09-17.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+900\2025-09-18.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+900\2025-09-19.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+900\2025-09-22.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+900\2025-10-01.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+900\2025-10-03.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+900\2025-10-06.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+900\2025-10-07.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+900\2025-10-08.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+900\2025-10-09.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\+900\2025-10-10.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-100\2025-09-12.csv","7"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-100\2025-09-15.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-100\2025-09-17.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-100\2025-09-19.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-100\2025-10-01.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-100\2025-10-03.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-100\2025-10-07.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-100\2025-10-09.csv","4"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-100\2025-10-10.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1000\2025-09-12.csv","7"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1000\2025-09-15.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1000\2025-09-16.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1000\2025-09-17.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1000\2025-09-18.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1000\2025-09-19.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1000\2025-09-22.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1000\2025-09-30.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1000\2025-10-01.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1000\2025-10-03.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1000\2025-10-06.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1000\2025-10-07.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1000\2025-10-08.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1000\2025-10-09.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1000\2025-10-10.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1100\2025-09-15.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1100\2025-10-01.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1100\2025-10-03.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1200\2025-10-03.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1300\2025-10-03.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1400\2025-10-03.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1500\2025-10-03.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1600\2025-10-03.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1700\2025-10-03.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1800\2025-10-03.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-1900\2025-10-03.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-200\2025-09-12.csv","7"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-200\2025-09-15.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-200\2025-09-17.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-200\2025-09-19.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-200\2025-09-22.csv","4"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-200\2025-10-01.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-200\2025-10-03.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-200\2025-10-06.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-200\2025-10-07.csv","1"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-200\2025-10-09.csv","17"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-200\2025-10-10.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-2000\2025-10-03.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-2100\2025-10-03.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-2200\2025-10-03.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-2300\2025-10-03.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-2400\2025-10-03.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-300\2025-09-12.csv","7"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-300\2025-09-15.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-300\2025-09-16.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-300\2025-09-17.csv","11"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-300\2025-09-19.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-300\2025-09-30.csv","2"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-300\2025-10-01.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-300\2025-10-03.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-300\2025-10-06.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-300\2025-10-07.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-300\2025-10-08.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-300\2025-10-09.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-300\2025-10-10.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-400\2025-09-12.csv","7"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-400\2025-09-15.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-400\2025-09-16.csv","0"
"C:\Users\ASUS\Documents\G6\qq\g6_reorganized\data\g6_data\BANKNIFTY\next_month\-400\2025-09-18.csv","0"
